mode,example,elapsed_ms
remove-redundant-parts+generate-less+smart-kleene-order,flag_non_ser,732
bidirectional+remove-redundant-parts+generate-less+smart-kleene-order,flag_non_ser,30003
remove-redundant-sets+generate-less+smart-kleene-order,flag_non_ser,764
bidirectional+remove-redundant-sets+generate-less+smart-kleene-order,flag_non_ser,30003
remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,flag_non_ser,815
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,flag_non_ser,30003
regular,flag_non_ser_turned_ser,96
bidirectional,flag_non_ser_turned_ser,99
remove-redundant-parts,flag_non_ser_turned_ser,98
bidirectional+remove-redundant-parts,flag_non_ser_turned_ser,97
remove-redundant-sets,flag_non_ser_turned_ser,97
bidirectional+remove-redundant-sets,flag_non_ser_turned_ser,104
remove-redundant-parts+remove-redundant-sets,flag_non_ser_turned_ser,96
bidirectional+remove-redundant-parts+remove-redundant-sets,flag_non_ser_turned_ser,104
generate-less,flag_non_ser_turned_ser,101
bidirectional+generate-less,flag_non_ser_turned_ser,100
remove-redundant-parts+generate-less,flag_non_ser_turned_ser,99
bidirectional+remove-redundant-parts+generate-less,flag_non_ser_turned_ser,102
remove-redundant-sets+generate-less,flag_non_ser_turned_ser,104
bidirectional+remove-redundant-sets+generate-less,flag_non_ser_turned_ser,100
remove-redundant-parts+remove-redundant-sets+generate-less,flag_non_ser_turned_ser,98
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less,flag_non_ser_turned_ser,105
smart-kleene-order,flag_non_ser_turned_ser,101
bidirectional+smart-kleene-order,flag_non_ser_turned_ser,105
remove-redundant-parts+smart-kleene-order,flag_non_ser_turned_ser,104
bidirectional+remove-redundant-parts+smart-kleene-order,flag_non_ser_turned_ser,97
remove-redundant-sets+smart-kleene-order,flag_non_ser_turned_ser,100
bidirectional+remove-redundant-sets+smart-kleene-order,flag_non_ser_turned_ser,99
remove-redundant-parts+remove-redundant-sets+smart-kleene-order,flag_non_ser_turned_ser,98
bidirectional+remove-redundant-parts+remove-redundant-sets+smart-kleene-order,flag_non_ser_turned_ser,97
generate-less+smart-kleene-order,flag_non_ser_turned_ser,97
bidirectional+generate-less+smart-kleene-order,flag_non_ser_turned_ser,98
remove-redundant-parts+generate-less+smart-kleene-order,flag_non_ser_turned_ser,98
